排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
566,6720,久昌,162.5,2025,4.36,-14.5,2.43,-15.8,1.17,-22.3,55.8,-0.85,26.7,-2.68,3.89,-2.71,12.2,-11.1,10.3,-8.27,79
567,2015,豐興,62.9,2025,290,-15.5,33.5,-8.37,22.5,-8.91,11.5,0.9,7.76,0.56,3.88,-0.38,10.0,-1.16,8.58,-0.63,57
568,1713,國化,48.25,2025,4.6,-12.9,0.21,-67.4,5.84,-62.5,4.53,-7.59,127.0,-168.0,3.87,-6.44,14.3,-28.9,13.7,-27.4,60
569,2373,震旦行,58.1,2025,107,-4.98,48.8,-2.91,8.71,-9.13,45.4,0.97,8.7,-0.32,3.87,-0.39,10.6,-1.02,5.2,-0.46,57
570,6470,宇智,47.7,2025,19.5,-0.56,3.53,8.08,1.46,7.49,18.0,1.44,7.46,0.56,3.87,0.27,12.6,0.41,8.23,0.41,49
571,6177,達麗,45.75,2025,95.3,-22.6,30.8,-18.4,18,-16.4,32.3,1.68,19.0,1.49,3.84,-1.17,16.8,-5.25,4.38,-1.37,45
572,6861,睿生光電,161.5,2025,22.9,15.3,5.94,7.64,1.6,4.3,25.9,-1.84,6.95,-0.73,3.84,0.09,11.2,-0.23,6.44,-0.15,47
573,4305,世坤,45.0,2025,10.8,3.54,3.39,20.5,2.11,-3.32,31.4,4.43,19.5,-1.39,3.83,-0.14,17.1,-1.48,14.7,-1.53,70
574,6171,大城地產,25.95,2025,11.8,-35.4,5.49,-30.5,3.82,-33.3,46.7,3.25,32.5,1.0,3.82,-1.91,15.5,-10.7,8.54,-5.98,61
575,1231,聯華食,90.2,2025,129,5.45,26.3,3.8,11.4,-0.63,20.4,-0.33,8.85,-0.54,3.81,-0.41,16.5,-2.1,7.8,-0.61,45
576,4138,曜亞,63.9,2025,13.9,-11.8,6.11,-2.83,1.52,-26.0,44.1,4.08,13.0,-2.17,3.81,-1.85,9.84,-3.9,5.86,-1.97,62
577,4904,遠傳,97.4,2025,"1,103",5.47,334,3.4,137,6.92,30.3,-0.61,12.6,0.19,3.81,0.25,14.9,0.79,7.52,0.74,55
578,8367,建新國際,43.7,2025,32.4,12.0,10.4,10.8,3.5,10.5,32.1,-0.36,14.9,-0.14,3.8,0.21,10.3,0.37,2.81,0.09,50
579,6117,迎廣,81.6,2025,32.2,11.8,10,17.0,3.46,-6.07,31.1,1.39,10.7,-2.04,3.77,-0.35,16.9,-6.96,6.92,-2.57,52
580,6021,美好證,28.8,2025,21.7,35.1,18.8,33.3,11.6,162.0,86.8,-1.23,53.5,25.9,3.76,2.32,12.8,6.54,4.13,1.85,64
581,2762,世界健身-KY,73.8,2025,110,11.9,19,19.8,4.09,16.3,17.3,1.14,3.72,0.14,3.75,0.56,13.6,0.7,2.27,0.21,45
582,7718,友鋮,48.65,2025,24.4,1.44,4.27,-11.9,1.69,-32.0,17.5,-2.64,6.91,-3.41,3.75,-2.33,11.8,-8.04,8.38,-4.24,52
583,3483,力致,88.0,2025,90,0.02,17.6,-2.64,3.7,-46.9,19.5,-0.53,4.11,-3.63,3.74,-4.53,7.51,-8.01,3.83,-3.62,43
584,6147,頎邦,115.0,2025,215,5.49,45.9,0.5,27.8,-32.9,21.4,-1.06,12.9,-7.39,3.74,-1.85,5.87,-2.77,5.22,-2.54,60
585,2375,凱美,88.0,2025,55.5,5.35,11.1,12.3,4.05,-18.1,20.0,1.24,7.31,-2.09,3.73,-0.82,4.14,-1.16,2.76,-0.65,45
586,1341,富林-KY,60.3,2025,25.7,-7.95,5.84,-0.92,1.96,-30.6,22.7,1.61,7.64,-2.49,3.71,-1.67,14.3,-6.22,8.24,-3.99,48
587,6201,亞弘電,51.0,2025,33.3,0.26,7.85,-8.24,3.31,-20.7,23.6,-2.19,9.95,-2.64,3.71,-0.97,11.7,-3.21,9.09,-2.19,57
588,4755,三福化,151.5,2025,48.4,-9.17,10.5,3.92,3.72,-9.76,21.7,2.74,7.49,-0.2,3.7,-0.4,7.28,-1.81,4.56,-0.83,49
589,6281,全國電,53.0,2025,188,-4.85,37.6,-5.76,3.67,-18.1,20.0,-0.19,1.95,-0.32,3.7,-0.81,12.7,-2.9,3.99,-0.86,43
590,6799,來頡,80.2,2025,9.67,6.56,4.66,9.09,1.57,29.4,48.2,1.12,16.3,2.87,3.7,0.76,9.8,1.53,8.61,1.34,70
591,4175,杏一,55.4,2025,80.1,3.6,26,9.15,1.56,123.0,32.5,1.65,1.94,1.04,3.68,2.03,10.3,5.47,2.16,1.21,45
592,3169,亞信,95.4,2025,9.3,9.02,4.95,13.5,2.32,7.46,53.2,2.11,24.9,-0.36,3.67,0.25,12.9,0.6,11.7,0.62,83
593,4746,台耀,52.7,2025,48.5,2.54,20.3,-0.81,4.41,180.0,41.9,-1.42,8.16,6.81,3.67,2.36,4.57,3.81,2.86,2.39,53
594,2851,中再保,29.55,2025,229,0.05,40.4,13.3,29.3,16.6,17.6,2.07,12.8,1.82,3.66,0.52,13.8,1.18,4.98,0.48,58
595,2528,皇普,24.05,2025,123,130.0,24.6,11.6,15.3,18.0,20.1,-21.3,12.5,-11.9,3.65,0.39,20.4,-0.52,6.0,0.81,49
596,6771,平和環保-創,45.3,2025,6.18,-2.67,2.9,-1.0,1.13,-4.17,46.9,0.79,18.2,-0.14,3.64,-0.25,12.8,-1.74,8.23,-0.61,70
597,2471,資通,54.0,2025,10,14.0,4.34,23.2,1.72,9.13,43.4,3.25,17.2,-0.75,3.63,0.3,18.4,1.23,11.5,0.66,68
598,2949,欣新網,57.5,2025,57.3,21.1,6.67,38.8,1.09,29.0,11.6,1.49,1.95,0.13,3.63,0.29,9.46,1.95,4.25,0.7,34
599,5203,訊連,65.3,2025,24.6,18.9,20.8,18.9,2.87,-8.78,84.5,0.0,11.7,-3.54,3.63,-0.35,6.13,-0.73,4.71,-0.6,55
600,7788,松川精密,163.0,2025,64.3,7.87,17.4,5.19,2.69,-46.6,27.0,-0.69,4.19,-4.13,3.63,-3.32,4.94,-5.49,2.66,-2.53,47
601,8432,東生華,50.8,2025,13.4,19.8,6.81,16.8,1.39,23.1,50.9,-1.3,14.1,2.03,3.63,0.68,11.2,1.96,9.9,1.63,70
602,1817,凱撒衛,38.7,2025,26.2,-6.17,9.64,-2.56,2.62,-16.8,36.8,1.36,10.1,-1.44,3.61,-0.76,11.5,-3.31,9.12,-2.45,62
603,6188,廣明,86.3,2025,95.9,17.8,27.5,22.5,10,54.8,28.7,1.08,10.8,2.57,3.61,1.28,8.29,1.43,5.97,1.32,53
604,6895,宏碩系統,168.0,2025,8.51,106.0,2.62,40.0,1.23,41.9,30.7,-14.4,14.5,-6.5,3.61,1.06,11.8,3.26,9.7,2.05,60
605,6873,泓德能源,90.6,2025,87.8,-13.3,19.6,-22.3,5.04,-58.0,22.4,-2.6,5.68,-5.97,3.59,-7.51,4.72,-10.9,1.97,-5.49,43
606,6899,創為精密,54.8,2025,11.9,27.1,4.74,24.0,1.51,7.21,39.6,-0.97,12.6,-2.26,3.59,0.19,8.06,0.0,6.58,0.04,64
607,2607,榮運,50.3,2025,171,-19.5,37,-13.6,28.9,4.05,21.7,1.5,17.2,3.53,3.56,0.96,8.81,0.24,6.57,0.16,55
608,3332,幸康,62.1,2025,16,19.4,5.82,28.1,1.7,62.2,36.5,2.46,10.6,2.8,3.53,1.35,9.45,3.31,7.43,2.63,59
609,3189,景碩,391.5,2025,394,28.9,83.1,-4.08,16,3164.0,21.1,-7.26,6.91,2.55,3.51,3.4,6.69,3.32,3.41,1.72,49
610,3684,榮昌,58.9,2025,11.5,22.6,3.73,18.7,1.05,24.8,32.4,-1.07,9.13,0.16,3.5,0.7,15.1,1.92,8.58,0.38,57
611,6965,中傑-KY,89.7,2025,217,-19.7,25.2,-38.7,5.37,-68.6,11.6,-3.6,2.57,-4.18,3.5,-8.72,4.91,-13.8,3.09,-6.97,49
612,6474,華豫寧,36.85,2025,38.5,-5.94,8.56,9.16,1.65,35.1,22.2,3.08,4.28,1.3,3.49,0.87,10.4,1.71,5.26,1.4,40
613,2387,精元,40.35,2025,189,-19.8,27.2,-28.5,6.71,-55.6,14.4,-1.77,3.37,-2.93,3.47,-4.34,5.44,-7.93,3.03,-4.12,45
614,2539,櫻花建,46.7,2025,140,55.3,57.4,31.7,41.2,45.7,41.0,-7.34,29.5,-1.93,3.46,0.61,25.6,3.91,12.9,2.92,74
615,5455,昇益,25.45,2025,20.4,-43.6,4.29,-34.3,2.27,-40.7,21.0,2.96,11.1,0.54,3.46,-2.37,17.9,-21.9,5.3,-2.42,45
616,1216,統一,73.5,2025,"6,729",2.32,"2,226",3.46,196,-5.06,33.1,0.37,4.64,-0.28,3.45,-0.19,14.9,-1.12,4.31,-0.39,51
617,1582,信錦,99.2,2025,86.8,-7.71,20.4,-25.4,4.97,-51.3,23.5,-5.57,6.16,-5.04,3.45,-3.68,6.81,-7.13,4.1,-4.26,49
618,2478,大毅,77.2,2025,54.2,7.81,12.4,32.1,4.94,8.83,22.8,4.2,9.16,0.12,3.45,0.32,7.04,0.35,4.98,0.27,51
619,3025,星通,64.5,2025,6.78,4.27,4.62,3.71,1.96,-6.43,68.1,-0.37,28.9,-3.3,3.45,-0.23,22.2,-2.12,16.5,-1.14,72
620,5206,坤悅,25.15,2025,37.8,55.1,12,52.2,5.9,83.4,31.8,-0.62,15.6,2.41,3.44,1.38,17.2,6.86,3.54,1.24,47
621,4584,君帆,41.8,2025,13.1,-1.51,4.36,3.43,1.03,-4.9,33.3,1.59,7.84,-0.28,3.43,-0.17,9.92,-1.21,5.04,-0.39,51
622,6272,驊陞,32.55,2025,40.4,30.9,10.7,35.8,2.5,62.3,26.4,0.96,6.69,1.0,3.43,1.15,14.9,1.63,6.61,1.6,43
623,3257,虹冠電,55.1,2025,10.6,29.3,5.29,31.4,2.72,39.1,50.1,0.78,25.8,1.82,3.42,0.97,15.9,4.1,11.5,2.03,70
624,1456,怡華,14.45,2025,8.29,-20.5,3.23,-8.63,3.19,208.0,38.9,5.04,38.5,28.6,3.41,2.3,18.0,11.4,2.47,1.62,51
625,6754,匯僑設計,47.0,2025,35.3,-30.9,8.41,-30.2,2.25,-46.7,23.8,0.24,6.38,-1.89,3.41,-2.99,9.58,-9.09,4.79,-3.94,51
626,8383,千附,62.4,2025,33.6,13.2,9.57,2.81,3.85,-2.51,28.5,-2.87,14.0,-3.44,3.41,-0.09,10.5,-1.62,7.72,-1.85,57
627,4527,方土霖,43.2,2025,30.7,-15.9,8.08,-11.0,2.59,-19.1,26.3,1.45,8.1,-0.62,3.4,-0.8,13.1,-4.37,7.25,-1.69,49
628,3310,佳穎,72.3,2025,26.7,84.9,6.31,82.8,2.42,60.3,23.6,-0.27,8.74,-1.22,3.39,0.89,12.9,4.52,3.55,1.42,43
629,5706,鳳凰,52.7,2025,31.4,-0.27,4.68,1.77,2.88,-4.66,14.9,0.3,9.29,-0.51,3.39,-0.36,15.3,-3.3,8.66,-0.67,48
630,8086,宏捷科,148.5,2025,41.2,-7.61,10.9,23.1,6.6,26.7,26.5,6.61,16.0,4.35,3.36,0.71,8.23,1.42,6.57,0.9,61
631,2303,聯電,73.0,2025,"2,376",2.26,689,-8.92,417,-11.6,29.0,-3.56,17.5,-2.79,3.34,-0.46,11.0,-1.81,7.23,-1.11,64
632,4549,桓達,99.5,2025,12.4,-3.48,6.54,-6.37,1.89,-28.3,53.0,-1.63,15.3,-5.3,3.32,-1.4,9.74,-4.36,7.07,-3.64,68
633,3705,永信,55.4,2025,83.8,4.28,36.5,3.59,8.81,-24.6,43.5,-0.29,11.3,-4.48,3.31,-1.08,10.0,-4.18,7.18,-2.85,55
634,1514,亞力,114.0,2025,106,19.1,19.8,16.4,8.93,11.5,18.7,-0.43,8.58,-0.55,3.3,0.26,14.8,-0.51,7.38,0.19,45
635,2031,新光鋼,41.0,2025,168,15.1,14.9,27.5,10.6,-26.7,8.88,0.86,6.55,-3.57,3.3,-1.2,8.87,-3.23,3.78,-1.32,34
636,2504,國產,35.85,2025,225,3.75,61.8,10.7,38.8,-15.4,27.4,1.71,17.9,-3.33,3.3,-0.6,14.3,-2.89,8.94,-2.03,55
637,7642,昶瑞機電,73.2,2025,8.08,-15.7,2.18,-23.6,0.95,-44.2,26.9,-2.79,11.7,-5.99,3.29,-3.11,10.6,-11.7,6.91,-5.71,64
638,1708,東鹼,39.35,2025,61.6,-3.29,19.6,-7.03,8.18,-13.8,31.9,-1.28,13.3,-1.62,3.28,-0.53,11.2,-2.76,6.24,-0.84,60
639,8410,森田,37.1,2025,11.2,-4.28,3.91,-15.7,1.2,-56.6,34.9,-4.74,10.7,-12.9,3.27,-4.27,6.44,-9.22,5.23,-6.77,52
640,1603,華電,32.8,2025,55.2,21.7,7.27,17.5,5.18,14.7,13.2,-0.47,9.41,-0.57,3.26,0.41,7.06,0.42,4.52,0.23,43
641,6173,信昌電,92.2,2025,40.6,8.9,9.84,23.3,5.58,11.9,24.3,2.84,13.7,0.37,3.26,0.35,7.06,-0.27,6.1,0.08,53
642,8481,政伸,42.1,2025,11.8,4.91,5.58,8.69,2.16,7.79,47.3,1.65,18.3,0.49,3.25,0.24,12.6,0.35,11.2,0.36,75
643,1439,雋揚,27.55,2025,8.13,729.0,2.17,414.0,2.96,84.3,26.7,-16.4,41.9,-124.0,3.21,1.47,10.3,5.12,5.82,2.9,55
644,1525,江申,60.8,2025,12.5,-14.6,1.84,3.17,2.36,-22.0,14.8,2.55,18.9,-1.79,3.21,-0.91,4.71,-1.47,4.11,-1.14,51
645,4588,玖鼎電力,60.2,2025,9.2,-14.1,3.06,-18.7,1.37,-23.6,33.2,-1.88,14.9,-1.86,3.2,-1.02,14.9,-8.32,6.7,-2.65,50
646,2013,中鋼構,44.05,2025,209,6.36,9.85,-7.08,6.38,18.3,4.7,-0.68,3.05,0.31,3.19,0.49,11.5,1.53,4.29,0.6,38
647,2536,宏普,22.35,2025,105,327.0,22,296.0,10.6,420.0,21.1,-1.66,10.1,2.35,3.19,2.58,8.17,6.62,2.47,2.03,43
648,2617,台航,31.05,2025,43,-2.28,17.9,-2.62,13.3,3.31,41.7,-0.15,30.8,1.67,3.18,0.1,7.35,-0.15,4.88,-0.01,70
649,6114,久威,29.8,2025,8.74,-4.58,1.27,-4.87,1.4,26.1,14.6,-0.05,16.0,3.88,3.18,0.66,9.23,0.89,6.12,1.29,60
650,6411,晶焱,79.0,2025,24.6,-10.5,9.58,-17.8,3.1,-30.2,39.0,-3.44,10.7,-3.92,3.18,-1.35,5.18,-2.97,4.03,-2.19,53
651,2414,精技,45.3,2025,284,18.2,22.5,11.3,5.13,18.7,7.94,-0.49,2.02,-0.01,3.17,0.5,13.3,1.61,5.71,0.25,34
652,2947,振宇五金,78.0,2025,23,5.73,9.09,8.72,0.67,0.72,39.5,1.09,2.92,-0.15,3.17,-0.29,8.59,-0.28,2.22,0.01,45
653,8433,弘帆,58.3,2025,34.8,-3.48,8.12,-15.7,1.73,-67.4,23.3,-3.38,4.96,-9.66,3.17,-6.67,6.92,-15.0,3.41,-7.24,47
654,3305,昇貿,120.5,2025,106,29.4,14.1,30.3,4.18,2.24,13.3,0.1,3.94,-1.04,3.16,0.06,7.84,-0.58,3.78,-0.82,38
655,6874,倍力,88.7,2025,13.7,-22.7,2.27,-8.09,0.69,-29.6,16.6,2.64,5.04,-0.49,3.16,-1.3,13.9,-5.51,4.64,-2.88,30
656,3028,增你強,62.8,2025,415,13.8,30.3,33.2,7.48,52.8,7.31,1.07,1.8,0.46,3.15,1.07,11.9,3.77,3.45,1.06,30
657,3430,奇鈦科,85.6,2025,17.1,16.2,3.93,-5.71,1.06,-34.1,23.0,-5.34,6.22,-4.74,3.15,-1.64,9.39,-5.66,6.57,-4.1,47
658,1785,光洋科,156.0,2025,394,32.4,57.4,50.5,18.7,-1.89,14.6,1.76,4.72,-1.66,3.14,-0.07,12.7,-1.24,5.66,-0.92,40
659,4946,辣椒,113.0,2025,3.55,786.0,1.38,6360.0,0.25,132.0,38.8,44.3,6.26,211.0,3.14,14.54,41.9,214.0,16.1,75.4,62
660,4931,新盛力,145.0,2025,24.5,22.9,5.35,32.0,2.04,26.0,21.8,1.51,8.3,0.21,3.13,0.63,16.9,2.52,10.7,0.24,53
661,2453,凌群,55.5,2025,74.3,7.21,18.7,4.54,3.12,1.77,25.2,-0.64,4.17,-0.22,3.12,0.06,14.0,-0.16,6.61,0.34,49
662,2481,強茂,118.0,2025,131,4.45,40.9,13.8,11.9,29.7,31.3,2.57,10.6,2.02,3.12,0.72,8.79,1.64,4.77,1.02,49
663,6925,意藍,73.5,2025,2.1,14.6,1.7,13.7,0.59,22.6,80.7,-0.62,28.2,1.84,3.11,0.37,17.6,-1.31,15.1,-0.46,85
664,7795,長廣,399.5,2025,19,-15.0,8.5,-14.6,2.2,-26.4,44.8,0.23,11.6,-1.78,3.11,-1.11,13.8,-5.46,7.6,-0.85,57
665,7715,裕山,29.0,2025,12.4,-27.8,2.64,-27.5,1.02,-30.8,21.3,0.07,8.22,-0.36,3.09,-1.97,11.8,-8.09,6.17,-1.48,55
666,6277,宏正,71.1,2025,49.2,-1.49,28.8,-3.42,3.68,-25.7,58.6,-1.17,7.65,-2.4,3.08,-1.06,7.69,-2.67,5.31,-1.75,55
667,8147,正淩,162.0,2025,16.3,29.6,6.43,34.4,1.25,65.2,39.4,1.41,7.8,1.67,3.08,1.05,8.99,2.19,5.67,1.49,55
668,9924,福興,45.05,2025,73.8,-8.15,16.2,-15.0,5.33,-41.3,22.0,-1.77,7.31,-4.09,3.08,-1.75,7.38,-5.19,5.75,-3.74,53
669,5508,永信建,51.6,2025,25.3,-74.8,11.1,-76.9,6.68,-80.8,44.0,-4.05,26.4,-8.38,3.07,-12.96,9.64,-35.9,3.61,-16.7,51
670,4942,嘉彰,38.45,2025,60.9,7.48,14.3,8.19,4.36,-26.6,23.4,0.15,7.15,-3.3,3.06,-1.11,4.78,-1.93,3.68,-1.6,51
671,5213,亞昕,26.65,2025,180,108.0,49.4,87.4,21.4,127.0,27.4,-2.94,11.7,0.74,3.06,1.41,12.9,5.88,2.95,1.42,40
672,5547,久舜,21.9,2025,23.1,-0.03,2.91,32.2,1.22,58.2,12.6,3.07,5.29,1.95,3.06,0.53,19.0,4.27,7.29,2.1,48
673,5876,上海商銀,39.85,2025,533,3.7,,,148,10.0,,,31.7,3.65,3.06,0.28,6.24,0.58,0.69,0.1,62
674,2433,互盛電,46.0,2025,27.2,-1.49,9.78,-0.14,4.4,-7.01,36.0,0.48,16.9,-0.91,3.05,-0.23,10.9,-0.2,6.23,-0.28,60
675,8415,大國鋼,33.7,2025,232,2.29,85.7,13.8,31.3,37.2,36.9,3.74,13.4,3.3,3.05,0.83,11.0,2.76,7.06,2.03,51
676,4438,廣越,58.9,2025,194,17.9,25.7,22.5,3.2,-20.3,13.2,0.49,1.83,-1.08,3.04,-0.85,3.45,-1.32,2.03,-0.88,38
677,6697,東捷資訊,41.1,2025,13.4,13.2,2.07,17.7,0.83,16.1,15.4,0.59,6.18,0.16,3.04,0.43,13.6,1.51,8.15,1.06,51
678,1442,名軒,29.0,2025,33.3,-62.2,16.3,-54.8,11.1,-57.8,48.9,7.99,33.3,3.42,3.03,-4.14,13.4,-20.0,7.69,-8.72,66
679,6790,永豐實,40.2,2025,106,-2.31,27.7,11.6,8.09,8.83,26.0,3.24,7.6,0.72,3.03,0.25,14.0,0.92,7.94,-0.04,51
680,6923,中台,82.8,2025,11.6,-32.7,4.43,-26.2,2.78,-32.0,38.3,3.39,24.1,0.23,3.03,-1.77,10.4,-7.62,6.5,-3.34,64
681,2436,偉詮電,63.1,2025,35.7,15.3,10.7,15.6,5.51,99.9,29.9,0.08,15.8,6.25,3.02,1.45,13.9,6.52,9.3,4.31,55
682,3209,全科,47.45,2025,474,3.25,24.9,7.99,7.08,0.81,5.25,0.23,1.49,-0.17,3.02,0.0,12.9,-1.73,4.01,-0.12,38
683,4560,強信-KY,33.55,2025,17.2,6.92,6.14,17.3,2.06,48.3,35.7,3.17,12.0,3.34,3.02,0.98,10.7,2.94,8.54,2.5,64
684,5007,三星,57.7,2025,62.2,-8.86,14.8,-15.7,8.91,-15.7,23.9,-1.94,14.6,-1.03,3.02,-0.56,12.0,-2.33,10.3,-1.78,68
685,5538,東明-KY,32.0,2025,127,1.51,15.4,3.81,6.08,5.64,12.1,0.27,4.8,0.18,3.02,0.16,8.36,-0.11,4.27,-0.15,40
686,4721,美琪瑪,91.2,2025,25.3,19.3,4.63,10.6,2.26,-10.4,18.3,-1.44,8.92,-2.95,3.01,-0.35,16.9,-3.78,11.0,-3.23,51
687,6937,天虹,306.0,2025,22.4,-13.3,9,-20.9,2.03,-50.2,40.1,-3.87,8.9,-6.82,3.01,-3.02,5.78,-6.66,4.54,-5.19,51
688,8046,南電,724.0,2025,402,24.4,36.5,920.0,19.5,856.0,9.08,7.97,4.85,4.21,3.01,2.69,4.25,3.82,3.14,2.83,49
689,1102,亞泥,35.7,2025,710,-6.89,112,1.19,100,-22.2,15.8,1.26,14.4,-2.2,3.0,-0.86,5.0,-1.37,3.11,-0.67,47
690,2855,統一證,32.45,2025,135,3.92,107,3.11,48,9.86,79.4,-0.63,35.6,1.97,3.0,0.0,12.9,-0.1,2.18,-0.45,57
691,3501,維熹,47.95,2025,55.4,-6.46,11.1,-22.6,3.54,-51.0,20.0,-4.17,6.4,-5.82,3.0,-3.12,5.04,-5.56,3.77,-4.53,51
692,4572,駐龍,146.5,2025,6.71,-23.0,2.32,-45.8,1.2,-57.8,34.5,-14.6,17.9,-14.7,3.0,-4.29,5.84,-8.45,3.95,-6.43,62
693,6863,永道-KY,99.0,2025,39.5,-14.3,8.82,-40.6,2.25,-73.4,22.3,-9.86,5.69,-12.7,3.0,-8.36,3.68,-11.0,2.45,-8.57,47
694,7770,君曜,50.3,2025,5.13,12.8,1.8,-12.3,0.82,-41.8,35.1,-10.1,16.0,-15.0,3.0,-2.27,15.0,-18.0,11.1,-8.85,68
695,2455,全新,310.5,2025,33.8,4.29,12.2,-4.63,5.48,-18.3,36.1,-3.37,16.2,-4.49,2.97,-0.66,16.5,-4.43,11.8,-2.82,64
696,1783,和康生,41.75,2025,8.12,19.2,5.64,16.6,2.65,39.5,69.5,-1.55,32.7,4.75,2.96,0.83,18.2,4.32,15.3,2.9,85
697,2423,固緯,51.4,2025,29.4,5.54,15.6,8.19,4.24,20.8,52.9,1.3,14.4,1.82,2.92,0.5,14.7,2.04,11.6,2.07,60
698,2852,第一保,26.15,2025,75.6,-3.05,26,-3.23,8.8,-2.56,34.4,-0.07,11.6,0.06,2.92,-0.08,9.86,-0.87,4.41,-0.23,58
699,6235,華孚,45.7,2025,66.3,13.7,17.3,6.03,5.8,-2.34,26.2,-1.89,8.75,-1.44,2.9,-0.16,11.9,-1.72,5.82,-0.82,45
700,6722,輝創,40.0,2025,51,-2.79,11.1,11.4,2.26,11.6,21.7,2.77,4.44,0.57,2.9,0.3,10.7,0.55,4.88,0.43,49
701,2027,大成鋼,37.6,2025,"1,018",12.6,252,47.3,66.8,88.7,24.7,5.82,8.05,2.83,2.88,1.35,9.74,3.62,5.63,2.17,45
702,6569,醫揚,101.5,2025,13.1,5.8,4.34,-4.88,1.12,-38.0,33.0,-3.71,8.51,-6.01,2.88,-1.81,7.15,-4.57,5.24,-3.43,55
703,4754,國碳科,37.35,2025,6.23,-1.41,2.94,5.24,0.87,9.33,47.3,2.99,14.0,1.37,2.87,0.24,16.7,0.58,9.99,0.32,55
704,6509,聚和,44.25,2025,48.8,2.77,15.8,8.75,5.67,15.8,32.3,1.78,11.6,1.31,2.87,0.16,11.0,-0.14,7.47,0.16,62
705,6962,奕力-KY,35.0,2025,191,-15.0,51.8,-14.0,13.6,-39.3,27.1,0.33,7.15,-2.87,2.87,-2.74,6.89,-5.91,5.16,-3.35,47
706,5878,台名,41.05,2025,8.83,4.21,1.59,13.3,0.72,29.2,18.1,1.45,8.12,1.57,2.86,0.64,13.3,3.1,8.89,1.99,45
707,6859,伯特光,119.5,2025,9.23,35.5,2.53,90.0,1.18,-3.61,27.4,7.86,12.8,-5.2,2.86,-0.28,5.94,-0.84,4.83,-0.5,64
708,1307,三芳,31.9,2025,108,0.33,34.2,3.74,11.3,-23.5,31.6,1.04,10.5,-3.25,2.85,-0.87,11.1,-4.26,6.51,-2.46,57
709,2547,日勝生,10.85,2025,61.5,-12.9,31.2,3.17,29,3810.0,50.7,7.88,48.4,48.9,2.85,2.93,21.5,21.9,4.73,4.79,55
710,6115,鎰勝,47.8,2025,75.5,2.53,12.3,10.8,5.35,-21.3,16.3,1.21,7.0,-2.06,2.85,-0.78,9.84,-2.77,6.21,-1.62,49
711,2501,國建,24.45,2025,243,1.8,67.4,31.4,32.8,108.0,27.8,6.25,13.6,7.18,2.83,1.47,10.4,5.23,3.66,1.88,43
712,3035,智原,159.0,2025,180,62.6,48.6,-3.84,7.31,-29.8,27.0,-18.7,4.3,-5.39,2.81,-1.23,5.73,-3.46,4.15,-2.6,53
713,6275,元山,50.1,2025,42.8,10.8,7.87,13.1,2.22,0.32,18.4,0.37,5.14,-0.57,2.81,-0.06,13.1,-0.7,5.84,-0.45,43
714,6294,智基,39.3,2025,9.73,-7.81,3.35,5.78,0.72,63.9,34.5,4.43,7.43,3.25,2.78,0.99,12.4,5.75,5.15,2.12,55
715,1612,宏泰,35.65,2025,75.5,14.7,11.2,7.8,8.75,16.2,14.9,-0.95,11.6,0.14,2.77,0.39,10.9,0.93,9.53,0.75,60
716,5457,宣德,38.15,2025,244,7.36,43.3,15.1,4.8,20.8,17.8,1.19,5.53,0.16,2.77,0.47,11.8,0.35,4.47,-0.15,45
717,5607,遠雄港,48.15,2025,41.4,19.6,20.6,25.9,10.3,43.4,49.7,2.48,24.8,4.09,2.77,0.8,9.57,2.54,3.81,1.05,50
718,4905,台聯電,90.7,2025,7.27,22.6,1.87,34.7,0.81,-5.15,25.8,2.33,13.0,-3.8,2.76,-0.15,3.1,-0.3,2.16,-0.36,51
719,4111,濟生,29.3,2025,13.8,18.1,5.44,36.9,1.64,48.5,39.5,5.42,11.9,2.44,2.75,0.81,12.4,3.5,8.91,2.62,64
720,5530,龍巖,44.95,2025,40.5,-2.7,23.9,-4.36,11.5,-28.2,59.1,-1.02,28.6,-10.2,2.75,-1.08,4.22,-2.25,1.52,-0.73,51
721,8021,尖點,390.5,2025,44.1,24.5,13.6,46.7,3.89,89.0,30.9,4.66,10.4,4.35,2.75,1.3,8.61,4.39,6.0,2.96,57
722,2885,元大金,50.2,2025,"1,284",6.4,,,365,1.93,,,30.7,-1.09,2.74,-0.03,11.2,-0.71,0.98,-0.11,67
723,6123,上奇,42.3,2025,50.6,-8.67,7.04,-13.1,1.68,-25.7,13.9,-0.71,5.06,-0.46,2.73,-0.92,12.2,-4.56,6.71,-2.03,53
724,6189,豐藝,47.2,2025,297,-21.8,26.2,-16.0,7.19,-48.6,8.81,0.61,2.81,-1.23,2.73,-3.73,12.2,-11.9,5.14,-3.87,38
725,6546,正基,71.8,2025,23.4,-1.73,5.51,14.2,1.83,-23.4,23.6,3.3,7.88,-2.15,2.73,-0.86,9.01,-2.85,5.56,-1.84,51
726,1475,業旺,28.35,2025,14.7,-25.1,3.27,-40.4,1.8,-62.3,22.2,-5.68,12.2,-12.1,2.72,-4.5,11.4,-21.9,7.64,-16.1,55
727,4590,富田-創,77.3,2025,13,-41.1,3.78,-21.2,1.39,-0.94,29.2,7.39,10.7,4.35,2.72,-0.03,4.19,-0.14,2.4,0.05,53
