排名,代號,名稱,股價日期,成交,漲跌價,漲跌幅,股利發放年度,股利發放頻率,現金股利,股票股利,合計股利,除息價,除息價現金殖利率,除權價,除權價股票殖利率,除權息合計殖利率,除息交易日,除權交易日,現金股利發放日
69,6612,奈米醫材,04/17,71,+1,+1.43,2024,年,0.2,1,1.2,172,0.12,172,0.58,0.7,'24/07/08,'24/07/08,'24/08/09
70,6796,晉弘,04/17,75.5,-2.2,-2.83,2024,年,1.796,0,1.796,100,1.8,,0,1.8,'24/07/19,,'24/08/09
71,6877,鏵友益,04/17,157.5,+14,+9.76,2024,年,0,1.006,1.006,,0,63.6,1.58,1.58,,'24/07/31,
72,6712,長聖,04/17,140,-1,-0.71,2024,年,6,1,7,202,2.97,202,0.5,3.47,'24/05/29,'24/05/29,'24/06/20
73,8349,恒耀,04/17,45.15,+1.35,+3.08,2024,年,1.498,0.986,2.485,67.5,2.22,72.4,1.36,3.58,'24/04/10,'24/09/05,'24/05/10
74,4737,華廣,04/17,67,-1.9,-2.76,2024,年,1.999,0,1.999,67.9,2.94,,0,2.94,'24/07/29,,'24/08/23
75,4114,健喬,04/17,31.95,-0.1,-0.31,2024,年,0.6,1,1.6,40.4,1.49,40.4,2.48,3.96,'24/08/09,'24/08/09,'24/09/13
76,3128,昇銳,04/17,24.65,-0.05,-0.2,2024,年,0.8,0,0.8,32.9,2.43,,0,2.43,'24/08/01,,'24/08/30
77,2614,東森,04/17,20.4,-0.1,-0.49,2024,年,0,0,0,,0,,0,0,,,
78,3434,哲固,04/17,30.9,-0.05,-0.16,2024,年,0.15,0.35,0.5,30.5,0.49,30.5,1.15,1.64,'24/08/26,'24/08/26,'24/09/25
79,4911,德英,04/17,37.35,-0.1,-0.27,2024,年,0.571,0.6,1.171,56.5,1.01,56.5,1.06,2.07,'24/08/20,'24/08/20,'24/09/12
80,5864,致和證,04/17,24.4,-0.85,-3.37,2024,年,0.5,1,1.5,23.3,2.15,23.3,4.29,6.44,'24/06/25,'24/06/25,'24/07/29
81,6958,日盛台駿,04/17,19.9,-0.15,-0.75,2024,年,1,0,1,45.15,2.21,,0,2.21,'24/06/20,,'24/07/18
82,2812,台中銀,04/17,20.55,-0.1,-0.48,2024,年,0.4,0.56,0.96,19.55,2.05,19.55,2.86,4.91,'24/07/23,'24/07/23,'24/08/21
83,1240,茂生農經,04/17,59.7,+0.2,+0.34,2024,年,2.2,0.5,2.7,56.5,3.89,56.5,0.88,4.78,'24/08/28,'24/08/28,'24/09/20
84,2838,聯邦銀,04/17,20.9,-0.35,-1.65,2024,年,0.2,0.7,0.9,16.5,1.21,16.5,4.24,5.45,'24/07/24,'24/07/24,'24/08/27
85,5525,順天,04/17,25.25,+0.05,+0.2,2024,年,1.2,0.6,1.8,41,2.93,41.2,1.46,4.38,'24/07/18,'24/08/28,'24/08/16
86,6865,偉康科技,04/17,36.3,-0.05,-0.14,2024,年,1.6,0,1.6,60.1,2.66,,0,2.66,'24/03/28,,'24/04/24
87,8401,白紗科,04/17,24.85,-0.15,-0.6,2024,年,0.8,1,1.8,25,3.2,28.35,3.53,6.73,'24/03/27,'24/08/22,'24/04/24
88,3073,天方能源,04/17,27,+1,+3.85,2024,年,0,0,0,,0,,0,0,,,
89,2546,根基,04/17,86.3,+0.1,+0.12,2024,年,4,0.2,4.2,99.3,4.03,99.3,0.2,4.23,'24/07/29,'24/07/29,'24/08/23
90,2834,臺企銀,04/17,16.3,+0.1,+0.62,2024,年,0.2,1.15,1.35,17.95,1.11,17.95,6.41,7.52,'24/08/08,'24/08/08,'24/09/13
91,4741,泓瀚,04/17,58.3,+1.3,+2.28,2024,年,1.8,0,1.8,39.75,4.53,,0,4.53,'24/07/16,,'24/08/07
92,6294,智基,04/17,39.3,-0.35,-0.88,2024,年,8,0,8,127,6.3,,0,6.3,'24/04/11,,'24/05/06
93,6266,泰詠,04/17,28.2,+0.1,+0.36,2024,年,1.47,0.49,1.96,35.8,4.11,35.8,1.37,5.47,'24/06/20,'24/06/20,'24/07/25
94,1225,福懋油,04/17,33.3,-0.75,-2.2,2024,年,1.4,0,1.4,161,0.87,,0,0.87,'24/08/28,,'24/10/01
95,4716,大立,04/17,16.2,+0.85,+5.54,2024,年,0,0,0,,0,,0,0,,,
96,4123,晟德,04/17,40.4,-1.25,-3,2024,年,1.431,0,1.431,50.3,2.84,,0,2.84,'24/08/02,,'24/08/30
97,2515,中工,04/17,13.85,+0.2,+1.47,2024,年,0.52,0,0.52,14.4,3.61,,0,3.61,'24/08/12,,'24/09/13
98,6913,鴻呈,04/17,125.5,-2.5,-1.95,2024,年,2,0,2,105.5,1.9,,0,1.9,'24/06/12,,'24/07/05
99,6752,叡揚,04/17,105.5,+0.5,+0.48,2024,年,3,0.8,3.8,137.5,2.18,124,0.65,2.83,'24/03/28,'24/08/27,'24/05/03
100,6735,美達科技,04/17,75.9,+6.9,+10,2024,年,0.3,0.5,0.8,90.8,0.33,90.8,0.55,0.88,'24/07/11,'24/07/11,'24/08/15
101,6219,富旺,04/17,14.1,-0.35,-2.42,2024,季,0,0,0,,0,,0,0,,,
102,1229,聯華,04/17,44.4,+0.1,+0.23,2024,季,1.3,0.8,2.1,70.6,1.84,63.69,1.26,3.1,'24/07/26,,
103,1615,大山,04/17,47.55,-0.1,-0.21,2024,年,1.44,1.44,2.88,73,1.97,73,1.97,3.95,'24/08/26,'24/08/26,'24/09/27
104,1734,杏輝,04/17,32.15,+0.05,+0.16,2024,年,1,0.8,1.8,37.2,2.69,37.2,2.15,4.84,'24/09/04,'24/09/04,'24/10/08
105,2528,皇普,04/17,24.05,-0.4,-1.64,2024,半年,0.496,0,0.496,46.9,1.06,,0,1.06,'24/04/02,,'24/05/06
106,2542,興富發,04/17,34.95,-0.35,-0.99,2024,年,0.5,1,1.5,50.3,0.99,50.3,1.99,2.98,'24/09/26,'24/09/26,'24/10/31
107,2548,華固,04/17,130,+1.5,+1.17,2024,年,7.5,1,8.5,189.5,3.96,189.5,0.53,4.49,'24/06/21,'24/06/21,'24/07/12
108,2801,彰銀,04/17,21.6,+0.25,+1.17,2024,年,0.55,0.32,0.87,18.45,2.98,18.45,1.73,4.72,'24/08/15,'24/08/15,'24/09/19
109,3557,嘉威,04/17,31.7,+0.25,+0.79,2024,年,3,0,3,75.8,3.96,,0,3.96,'24/06/13,,'24/07/09
110,4104,佳醫,04/17,79.1,-0.3,-0.38,2024,年,3.8,0.5,4.3,94.6,4.02,91.6,0.55,4.56,'24/04/19,'24/08/26,'24/05/23
111,4111,濟生,04/17,29.3,-0.15,-0.51,2024,年,1,0,1,27.3,3.66,,0,3.66,'24/08/23,,'24/09/20
112,4148,全宇生技-KY,04/17,38,-0.4,-1.04,2024,半年,1,0,1,48.4,2.07,,0,2.07,'24/07/11,,'24/08/01
113,4760,勤凱,04/17,267,+1,+0.38,2024,年,2.7,0,2.7,143.5,1.88,,0,1.88,'24/06/11,,'24/07/05
114,4768,晶呈科技,04/17,462.5,-16.5,-3.44,2024,年,3.5,0.5,4,229.5,1.53,229.5,0.22,1.74,'24/08/26,'24/08/26,'24/09/30
115,4912,聯德控股-KY,04/17,89.8,-0.2,-0.22,2024,季,2.481,0,2.481,129.5,2.13,,0,2.13,'24/12/09,,'25/01/08
116,5706,鳳凰,04/17,52.7,-0.4,-0.75,2024,年,2,1,3,78.1,2.56,78.1,1.28,3.84,'24/07/05,'24/07/05,'24/08/09
117,6177,達麗,04/17,45.75,-0.3,-0.65,2024,年,3,0.5,3.5,71,4.23,71,0.7,4.93,'24/07/30,'24/07/30,'24/09/03
118,6279,胡連,04/17,109,+2,+1.87,2024,年,5,0.25,5.25,162.5,3.08,162.5,0.15,3.23,'24/09/04,'24/09/04,'24/10/09
119,7556,意德士,04/17,265.5,-4.5,-1.67,2024,年,2.5,0.5,3,144,1.74,144,0.35,2.08,'24/07/08,'24/07/08,'24/08/09
120,8404,百和興業-KY,04/17,17.95,-0.15,-0.83,2024,年,0,0,0,,0,,0,0,,,
121,8454,富邦媒,04/17,175.5,-4,-2.23,2024,年,14.8,0.5,15.3,427,3.47,411,0.12,3.59,'24/07/04,'24/08/19,'24/07/31
122,9941,裕融,04/17,78.3,+0.5,+0.64,2024,年,6.1,0,6.1,150.5,4.05,,0,4.05,'24/08/27,,'24/09/20
123,8403,盛弘,04/17,22.2,-0.15,-0.67,2024,年,0.4,0.4,0.8,32.15,1.24,32.15,1.24,2.49,'24/08/27,'24/08/27,'24/10/01
124,6922,宸曜,04/17,166.5,-0.5,-0.3,2024,年,3.57,0,3.57,172.5,2.07,,0,2.07,'24/07/04,,'24/07/26
125,2250,IKKA-KY,04/17,64,+0.2,+0.31,2024,年,3.187,0,3.187,101,3.16,,0,3.16,'24/09/04,,'24/10/08
126,5392,能率,04/17,39,0,0,2024,年,0.3,0,0.3,31.6,0.95,,0,0.95,'24/09/12,,'24/10/16
127,6259,百徽,04/17,23.4,-0.85,-3.51,2024,半年,0.216,0.981,1.197,22.9,0.94,22.9,4.29,5.23,'24/09/03,'24/09/03,'24/10/08
128,1464,得力,04/17,10.55,+0.1,+0.96,2024,年,0.25,0,0.25,14.2,1.76,,0,1.76,'24/06/26,,'24/07/18
129,8932,智通*,04/17,89.9,+3.3,+3.81,2024,年,0.007,0.065,0.072,98.1,0.01,98.1,0.07,0.07,'24/10/28,'24/10/28,'24/12/03
130,3552,同致,04/17,59.5,+5.4,+9.98,2024,年,2,1,3,104,1.92,92.7,1.08,3,'24/07/25,'24/08/19,'24/08/22
131,5514,三豐,04/17,15.9,-0.2,-1.24,2024,年,0,0.5,0.5,,0,22.9,2.18,2.18,,'24/08/22,
132,2890,永豐金,04/17,32.7,-0.6,-1.8,2024,年,0.75,0.25,1,26.7,2.81,26.7,0.94,3.75,'24/08/22,'24/08/22,'24/09/27
133,2948,寶陞,04/17,39.1,+0.1,+0.26,2024,年,2.6,0.714,3.314,63.3,4.11,63.3,1.13,5.24,'24/08/08,'24/08/08,'24/08/30
134,1449,佳和,04/17,14.4,-0.15,-1.03,2024,年,0.031,0.277,0.308,19.4,0.16,19.4,1.43,1.59,'24/09/19,'24/09/19,'24/10/25
135,2236,百達-KY,04/17,126.5,-3,-2.32,2024,半年,0.486,0.214,0.7,109.5,0.44,109.5,0.2,0.64,'24/09/25,'24/09/25,'24/10/23
136,6464,台數科,04/17,76.3,+0.1,+0.13,2024,半年,4.368,0,4.368,85.1,5.13,,0,5.13,'24/07/25,,'24/08/20
137,8908,欣雄,04/17,41.75,+0.25,+0.6,2024,年,0.8,0.8,1.6,58.1,1.38,53.8,1.49,2.86,'24/03/28,'24/09/05,'24/04/26
138,1453,大將,04/17,12.15,-0.05,-0.41,2024,年,0,0.3,0.3,,0,21.3,1.41,1.41,,'24/08/28,
139,2836,高雄銀,04/17,12.2,-0.05,-0.41,2024,年,0.3,0.3,0.6,12.55,2.39,12.55,2.39,4.78,'24/08/14,'24/08/14,'24/09/18
140,2885,元大金,04/17,50.2,-0.5,-0.99,2024,年,1.1,0.2,1.3,33.8,3.25,32.6,0.61,3.87,'24/06/27,'24/08/12,'24/07/24
141,5880,合庫金,04/17,23.9,0,0,2024,年,0.65,0.35,1,26.45,2.46,26.45,1.32,3.78,'24/08/14,'24/08/14,'24/09/16
142,8423,保綠-KY,04/17,18.3,+0.1,+0.55,2024,年,0.4,0.5,0.9,24.15,1.66,24.15,2.07,3.73,'24/09/09,'24/09/09,'24/10/04
143,2889,國票金,04/17,15.2,-0.25,-1.62,2024,年,0.73,0.246,0.976,17.05,4.28,17.05,1.44,5.72,'24/07/15,'24/07/15,'24/08/05
144,5236,凌陽創新,04/17,153.5,+7.5,+5.14,2024,年,7,0,7,160.5,4.36,,0,4.36,'24/06/28,,'24/07/30
145,4572,駐龍,04/17,146.5,+0.5,+0.34,2024,年,5,0,5,161,3.11,,0,3.11,'24/07/25,,'24/08/21
146,5548,安倉,04/17,24.3,-0.1,-0.41,2024,年,1.25,0.25,1.5,39.5,3.16,39.5,0.63,3.8,'24/09/02,'24/09/02,'24/10/18
147,2845,遠東銀,04/17,12.65,-0.05,-0.39,2024,年,0.506,0.506,1.012,15.95,3.17,15.95,3.17,6.34,'24/08/27,'24/08/27,'24/09/26
148,2881,富邦金,04/17,88,+0.1,+0.11,2024,年,2.5,0.5,3,89.9,2.78,92.5,0.54,3.32,'24/07/19,'24/09/09,'24/08/21
149,2892,第一金,04/17,28.8,0,0,2024,年,0.85,0.3,1.15,28.25,3.01,28.25,1.06,4.07,'24/08/08,'24/08/08,'24/08/28
150,3548,兆利,04/17,105,+3,+2.94,2024,年,4.5,0,4.5,167,2.69,,0,2.69,'24/07/30,,'24/08/23
151,5213,亞昕,04/17,26.65,+0.15,+0.57,2024,年,1.624,0.505,2.129,42.15,3.85,32,1.58,5.43,'24/06/26,'24/11/25,'24/07/16
152,6423,億而得,04/17,97.9,+8.9,+10,2024,年,1,0,1,120.5,0.83,,0,0.83,'24/03/21,,'24/04/23
153,2038,海光,04/17,15.2,-0.15,-0.98,2024,年,0,0,0,,0,,0,0,,,
154,4130,健亞,04/17,32.5,-0.1,-0.31,2024,年,0.15,0.3,0.45,23.4,0.64,23.4,1.28,1.92,'24/08/21,'24/08/21,'24/09/25
155,4306,炎洲,04/17,13.7,-0.1,-0.72,2024,年,0.981,0,0.981,22.05,4.45,,0,4.45,'24/07/18,,'24/08/09
156,4549,桓達,04/17,99.5,0,0,2024,年,4,0.2,4.2,148,2.7,170.5,0.12,2.82,'24/07/18,'24/10/24,'24/08/15
157,5607,遠雄港,04/17,48.15,-0.15,-0.31,2024,年,0.9,0.8,1.7,60.4,1.49,60.4,1.32,2.81,'24/07/24,'24/07/24,'24/08/28
158,5871,中租-KY,04/17,118,+1.5,+1.29,2024,年,6.5,0.2,6.7,162,4.01,162,0.12,4.14,'24/07/18,'24/07/18,'24/08/22
159,5906,台南-KY,04/17,49.3,-0.2,-0.4,2024,年,1.5,0.5,2,63.2,2.37,63.2,0.79,3.16,'24/09/05,'24/09/05,'24/10/08
160,6870,騰雲,04/17,190.5,-2,-1.04,2024,年,3.3,0.5,3.8,193.5,1.71,223,0.22,1.93,'24/06/24,'24/08/27,'24/07/15
161,6968,萬達寵物,04/17,46.6,-0.35,-0.75,2024,年,1,0,1,91,1.1,,0,1.1,'24/07/09,,'24/08/02
162,1514,亞力,04/17,114,+2.5,+2.24,2024,年,1.581,0.198,1.778,122.5,1.29,122.5,0.16,1.45,'24/09/09,'24/09/09,'24/10/14
163,3588,通嘉,04/17,54.6,+0.6,+1.11,2024,年,0.4,0.2,0.599,90.2,0.44,90.2,0.22,0.66,'24/07/11,'24/07/11,'24/08/15
164,5289,宜鼎,04/17,1005,-80,-7.37,2024,年,10.2,0.2,10.4,327,3.12,327,0.06,3.18,'24/07/15,'24/07/15,'24/08/16
165,2442,新美齊,04/17,19.45,-0.45,-2.26,2024,年,0.11,0.224,0.334,34.5,0.32,34.5,0.65,0.97,'24/09/02,'24/09/02,'24/10/04
166,1609,大亞,04/17,34.55,+0.05,+0.14,2024,年,1.2,0.5,1.7,56.8,2.11,56.8,0.88,2.99,'24/08/16,'24/08/16,'24/09/12
167,2884,玉山金,04/17,32.75,-0.25,-0.76,2024,年,1.2,0.2,1.4,29.8,4.03,29.8,0.67,4.7,'24/07/25,'24/07/25,'24/08/29
168,2883,凱基金,04/17,20.95,-0.2,-0.95,2024,年,0.501,0,0.501,15.1,3.32,,0,3.32,'24/07/01,,'24/07/31
169,2880,華南金,04/17,36.15,+0.2,+0.56,2024,年,1.2,0.1,1.3,27.45,4.37,27.45,0.36,4.74,'24/08/13,'24/08/13,'24/08/30
170,5904,寶雅,04/17,510,+9,+1.8,2024,年,21,0.1,21.1,526,3.99,526,0.02,4.01,'24/06/21,'24/06/21,'24/08/09
171,8104,錸寶,04/17,40,+2,+5.26,2024,年,0,0,0,,0,,0,0,,,
172,3665,貿聯-KY,04/17,2365,-30,-1.25,2024,年,8.781,0,8.781,388,2.26,,0,2.26,'24/07/23,,'24/08/16
173,0050,元大台灣50,04/17,84.15,-0.85,-1,2024,半年,4,0,4,196.7,2.79,,0,2.79,'24/07/16,,'24/08/09
174,0051,元大中型100,04/17,121.3,+0.85,+0.71,2024,年,2.46,0,2.46,80.3,3.06,,0,3.06,'24/11/18,,'24/12/12
175,0052,富邦科技,04/17,50.05,-0.65,-1.28,2024,年,6.43,0,6.43,160.8,4,,0,4,'24/04/18,,'24/05/15
176,0053,元大電子,04/17,191.85,-2.65,-1.36,2024,年,2,0,2,103,1.94,,0,1.94,'24/11/18,,'24/12/12
177,0055,元大MSCI金融,04/17,33.43,-0.09,-0.27,2024,年,1.18,0,1.18,29.1,4.05,,0,4.05,'24/11/18,,'24/12/12
178,0056,元大高股息,04/17,40.98,+0.18,+0.44,2024,季,3.63,0,3.63,39.02,9.22,,0,9.22,'24/10/17,,'24/11/12
179,0057,富邦摩台,04/17,249.7,-2.1,-0.83,2024,年,0,0,0,,0,,0,0,,,
180,0061,元大寶滬深,04/17,24.02,-0.11,-0.46,2024,無,0,0,0,,0,,0,0,,,
488,1101,台泥,04/17,25.1,+0.1,+0.4,2024,年,1,0,1,34.2,2.92,,0,2.92,'24/07/01,,'24/07/26
490,1102,亞泥,04/17,35.7,+0.2,+0.56,2024,季,2.1,0,2.1,44.2,4.75,,0,4.75,'24/07/18,,'24/08/16
491,1103,嘉泥,04/17,14,+0.1,+0.72,2024,年,0.5,0,0.5,18.6,2.69,,0,2.69,'24/07/18,,'24/08/16
492,1104,環泥,04/17,29.35,0,0,2024,年,1.8,0.2,2,35.75,5.03,35.75,0.56,5.59,'24/07/16,'24/07/16,'24/08/21
493,1108,幸福,04/17,14.9,+0.05,+0.34,2024,半年,1,0,1,16.25,6.15,,0,6.15,'24/08/28,,'24/09/19
494,1109,信大,04/17,15.5,+0.05,+0.32,2024,年,1.2,0,1.2,19.95,6.02,,0,6.02,'24/07/18,,'24/08/15
495,1110,東泥,04/17,15.85,-0.1,-0.63,2024,年,0.2,0,0.2,22.45,0.89,,0,0.89,'24/07/16,,'24/08/09
496,1201,味全,04/17,13.4,+0.1,+0.75,2024,年,0.266,0,0.266,18.5,1.44,,0,1.44,'24/07/24,,'24/08/21
497,1203,味王,04/17,43.4,+0.5,+1.17,2024,年,1.1,0,1.1,50.8,2.17,,0,2.17,'24/09/05,,'24/10/07
498,1210,大成,04/17,54.2,-0.6,-1.09,2024,年,2.222,0,2.222,57.5,3.86,,0,3.86,'24/08/01,,'24/09/06
499,1213,大飲,04/17,9.33,+0.05,+0.54,2024,年,0,0,0,,0,,0,0,,,
500,1215,卜蜂,04/17,142.5,-1.5,-1.04,2024,年,5.5,0,5.5,114,4.82,,0,4.82,'24/06/26,,'24/07/19
501,1216,統一,04/17,73.5,+0.5,+0.68,2024,年,3,0,3,83.9,3.58,,0,3.58,'24/08/01,,'24/09/06
502,1217,愛之味,04/17,10.4,+0.05,+0.48,2024,年,0.23,0,0.23,12.15,1.89,,0,1.89,'24/04/19,,'24/05/24
503,1218,泰山,04/17,19.05,-0.15,-0.78,2024,季,0,0,0,,0,,0,0,,,
504,1219,福壽,04/17,14.3,+0.15,+1.06,2024,半年,0.5,0.3,0.8,19.15,2.61,18.01,1.67,4.28,'24/06/27,,
505,1220,台榮,04/17,12.8,+0.05,+0.39,2024,年,0.4,0,0.4,15.8,2.53,,0,2.53,'24/07/15,,'24/08/16
506,1227,佳格,04/17,30.75,+0.85,+2.84,2024,年,1.25,0,1.25,40.75,3.07,,0,3.07,'24/07/18,,'24/08/16
507,1232,大統益,04/17,150,-0.5,-0.33,2024,年,6.6,0,6.6,147.5,4.47,,0,4.47,'24/07/17,,'24/08/08
508,1233,天仁,04/17,29.5,-0.1,-0.34,2024,年,0.9,0,0.9,34.35,2.62,,0,2.62,'24/07/10,,'24/08/12
509,1234,黑松,04/17,36.2,-0.05,-0.14,2024,年,1.9,0,1.9,44.65,4.26,,0,4.26,'24/07/01,,'24/07/29
510,1236,宏亞,04/17,26.9,-0.05,-0.19,2024,年,0.65,0,0.65,25.45,2.55,,0,2.55,'24/07/18,,'24/08/09
511,1256,鮮活果汁-KY,04/17,157,+2,+1.29,2024,年,6.6,0,6.6,196,3.37,,0,3.37,'24/07/17,,'24/08/16
512,1259,安心,04/17,59.5,+0.2,+0.34,2024,年,1.8,0,1.8,73.6,2.45,,0,2.45,'24/06/05,,'24/07/08
513,1264,德麥,04/17,278,+2.5,+0.91,2024,年,14,0,14,320,4.38,,0,4.38,'24/07/16,,'24/08/08
514,1268,漢來美食,04/17,157.5,-0.5,-0.32,2024,年,7,0,7,158.5,4.42,,0,4.42,'24/09/09,,'24/10/04
515,1295,生合,04/17,59.3,-0.7,-1.17,2024,年,1.5,0.2,1.7,67,2.24,71.5,0.28,2.52,'24/06/27,'24/08/06,'24/07/26
516,1301,台塑,04/17,53.4,-1.1,-2.02,2024,年,1,0,1,60.2,1.66,,0,1.66,'24/07/23,,'24/08/21
517,1303,南亞,04/17,87.7,-2.8,-3.09,2024,年,0.7,0,0.7,48.9,1.43,,0,1.43,'24/07/17,,'24/08/16
518,1304,台聚,04/17,14.55,-0.7,-4.59,2024,年,0.35,0,0.35,16.45,2.13,,0,2.13,'24/07/25,,'24/08/23
519,1305,華夏,04/17,14.9,-1.2,-7.45,2024,年,0.35,0,0.35,18.35,1.91,,0,1.91,'24/07/25,,'24/08/23
520,1307,三芳,04/17,31.9,-0.15,-0.47,2024,年,1.5,0,1.5,32.65,4.59,,0,4.59,'24/08/23,,'24/09/23
521,1308,亞聚,04/17,15.25,-0.7,-4.39,2024,年,0.45,0,0.45,19.7,2.28,,0,2.28,'24/07/25,,'24/08/23
522,1309,台達化,04/17,19.6,-1.15,-5.54,2024,年,0.3,0,0.3,19.15,1.57,,0,1.57,'24/07/25,,'24/08/23
523,1310,台苯,04/17,10.05,-0.1,-0.99,2024,年,0,0,0,,0,,0,0,,,
524,1312,國喬,04/17,14.1,0,0,2024,年,0,0,0,,0,,0,0,,,
526,1313,聯成,04/17,12.2,-0.15,-1.21,2024,年,0.2,0,0.2,13.5,1.48,,0,1.48,'24/03/22,,'24/04/24
527,1314,中石化,04/17,7.7,-0.1,-1.28,2024,年,0,0,0,,0,,0,0,,,
528,1315,達新,04/17,64.9,+0.2,+0.31,2024,半年,5,0,5,72.3,6.85,,0,6.85,'24/08/29,,'24/09/27
529,1316,上曜,04/17,12,-0.2,-1.64,2024,半年,0,0,0,,0,,0,0,,,
530,1319,東陽,04/17,78.5,-1.4,-1.75,2024,年,4,0,4,122.5,3.27,,0,3.27,'24/06/20,,'24/07/17
531,1321,大洋,04/17,32.7,-0.4,-1.21,2024,年,0.4,0,0.4,39.05,1.02,,0,1.02,'24/08/23,,'24/09/16
532,1323,永裕,04/17,21,-0.3,-1.41,2024,年,1,0,1,31.3,3.19,,0,3.19,'24/06/07,,'24/07/03
533,1324,地球,04/17,11.25,-0.15,-1.32,2024,年,0.2,0,0.2,13.2,1.52,,0,1.52,'24/08/26,,'24/09/20
534,1325,恆大,04/17,27.05,+0.05,+0.19,2024,年,0.6,0,0.6,32.1,1.87,,0,1.87,'24/07/10,,'24/08/06
535,1326,台化,04/17,51,-1.1,-2.11,2024,年,1.25,0,1.25,48.5,2.58,,0,2.58,'24/07/10,,'24/08/09
536,1336,台翰,04/17,14.15,-0.1,-0.7,2024,年,0.41,0,0.41,20.75,1.98,,0,1.98,'24/07/04,,'24/08/01
537,1337,再生-KY,04/17,5.52,-0.1,-1.78,2024,年,0,0,0,,0,,0,0,,,
538,1338,廣華-KY,04/17,16.05,-0.4,-2.43,2024,年,0.5,0,0.5,33.25,1.5,,0,1.5,'24/07/17,,'24/08/02
539,1339,昭輝,04/17,41,+0.2,+0.49,2024,年,3,0,3,62.4,4.81,,0,4.81,'24/08/21,,'24/09/12
540,1340,勝悅-KY,04/17,6.41,-0.04,-0.62,2024,年,0,0,0,,0,,0,0,,,
541,1341,富林-KY,04/17,60.3,-0.1,-0.17,2024,季,4.4,0,4.4,71.3,6.17,,0,6.17,'24/06/28,,'24/07/29
542,1342,八貫,04/17,91.1,-0.9,-0.98,2024,年,5,1,6,140,3.57,115.5,0.87,4.44,'24/03/21,'24/07/17,'24/04/18
543,1402,遠東新,04/17,26.3,-0.15,-0.57,2024,年,1.35,0,1.35,37.3,3.62,,0,3.62,'24/07/18,,'24/08/14
544,1409,新纖,04/17,16.7,-0.35,-2.05,2024,年,0.55,0,0.55,16.9,3.25,,0,3.25,'24/08/27,,'24/09/27
545,1410,南染,04/17,30.8,+0.05,+0.16,2024,年,0.3,0,0.3,36.85,0.81,,0,0.81,'24/07/05,,'24/08/08
546,1413,宏洲,04/17,9.85,0,0,2024,年,0,0,0,,0,,0,0,,,
547,1414,東和,04/17,16.55,-0.25,-1.49,2024,年,0.25,0,0.25,19.45,1.29,,0,1.29,'24/04/08,,'24/05/03
548,1416,廣豐,04/17,11.7,+0.1,+0.86,2024,年,0.5,0,0.5,12.95,3.86,,0,3.86,'24/06/18,,'24/07/05
549,1417,嘉裕,04/17,8.96,-0.08,-0.88,2024,年,0.2,0,0.2,11.4,1.75,,0,1.75,'24/07/25,,'24/08/29
550,1418,東華,04/17,18.75,0,0,2024,年,0,0,0,,0,,0,0,,,
551,1419,新紡,04/17,64,+0.1,+0.16,2024,年,1.2,0,1.2,48.7,2.46,,0,2.46,'24/07/11,,'24/08/08
552,1423,利華,04/17,40.4,-0.2,-0.49,2024,年,0.6,0,0.6,45.35,1.32,,0,1.32,'24/07/11,,'24/08/08
553,1432,大魯閣,04/17,16.95,-0.25,-1.45,2024,年,0,0,0,,0,,0,0,,,
554,1434,福懋,04/17,16.8,-0.05,-0.3,2024,年,0.5,0,0.5,22.7,2.2,,0,2.2,'24/07/31,,'24/08/30
555,1435,中福,04/17,14.1,-0.5,-3.42,2024,年,0,0,0,,0,,0,0,,,
556,1437,勤益控,04/17,30.5,0,0,2024,年,1.13,0,1.13,37.9,2.98,,0,2.98,'24/06/27,,'24/07/31
557,1438,三地開發,04/17,28.45,-0.25,-0.87,2024,年,0,0,0,,0,,0,0,,,
558,1439,雋揚,04/17,27.55,+0.05,+0.18,2024,年,0.3,0,0.3,29.1,1.03,,0,1.03,'24/08/07,,'24/09/09
559,1440,南紡,04/17,13.2,-0.35,-2.58,2024,年,0.35,0,0.35,16.3,2.15,,0,2.15,'24/08/13,,'24/09/13
560,1441,大東,04/17,9.8,-0.12,-1.21,2024,年,0,0,0,,0,,0,0,,,
561,1442,名軒,04/17,29,+1.7,+6.23,2024,年,3.5,0,3.5,71,4.93,,0,4.93,'24/08/19,,'24/09/12
562,1443,立益物流,04/17,24,-0.3,-1.23,2024,年,0,0,0,,0,,0,0,,,
563,1444,力麗,04/17,6.59,-0.12,-1.79,2024,年,0,0,0,,0,,0,0,,,
564,1445,大宇,04/17,13.1,+0.1,+0.77,2024,年,2.5,0,2.5,23.5,10.6,,0,10.6,'24/06/18,,'24/07/15
565,1446,宏和,04/17,16.55,-0.25,-1.49,2024,年,0.7,0,0.7,53.3,1.31,,0,1.31,'24/07/16,,'24/08/15
566,1447,力鵬,04/17,5.28,-0.16,-2.94,2024,年,0,0,0,,0,,0,0,,,
567,1451,年興,04/17,17.3,-0.25,-1.42,2024,年,0.502,0,0.502,20.35,2.46,,0,2.46,'24/07/04,,'24/08/02
568,1452,宏益,04/17,12,+0.05,+0.42,2024,年,0.3,0,0.3,16.8,1.79,,0,1.79,'24/07/03,,'24/08/05
569,1454,台富,04/17,13.3,0,0,2024,年,0.25,0,0.25,19.65,1.27,,0,1.27,'24/08/27,,'24/09/19
570,1455,集盛,04/17,9.02,-0.16,-1.74,2024,年,0,0,0,,0,,0,0,,,
