排名,代號,名稱,股價日期,成交,漲跌價,漲跌幅,股利發放年度,股利發放頻率,現金股利,股票股利,合計股利,除息價,除息價現金殖利率,除權價,除權價股票殖利率,除權息合計殖利率,除息交易日,除權交易日,現金股利發放日
932,2608,嘉里大榮,09/04,28.5,+0.05,+0.18,2026,年,1.65,0,1.65,30.2,5.46,,0,5.46,'26/06/15,,'26/07/10
933,2609,陽明,09/04,58.2,+0.4,+0.69,2026,年,2,0,2,50.1,3.99,,0,3.99,'26/07/14,,'26/08/05
934,2610,華航,09/04,20.45,-0.1,-0.49,2026,年,0.814,0,0.814,21.4,3.81,,0,3.81,'26/07/10,,'26/08/14
935,2611,志信,09/04,14.45,-0.1,-0.69,2026,年,0.52,0,0.52,14.35,3.62,,0,3.62,'26/04/01,,'26/04/29
936,2612,中航,09/04,63.3,0,0,2026,年,2.2,0,2.2,57.7,3.81,,0,3.81,'26/06/01,,'26/06/26
937,2613,中櫃,09/04,22.7,+0.2,+0.89,2026,年,1,0,1,26.1,3.83,,0,3.83,'26/03/19,,'26/04/21
938,2615,萬海,09/04,115,-0.5,-0.43,2026,年,3,0,3,82.8,3.62,,0,3.62,'26/07/06,,'26/07/31
939,2616,山隆,09/04,13.45,0,0,2026,年,0.3,0,0.3,13.6,2.21,,0,2.21,'26/07/31,,'26/08/31
940,2617,台航,09/04,32.45,+0.15,+0.46,2026,年,1.5,0,1.5,30,5,,0,5,'26/07/15,,'26/08/12
941,2618,長榮航,09/04,42.5,-0.3,-0.7,2026,年,2,0,2,42.4,4.72,,0,4.72,'26/07/08,,'26/08/07
942,2630,亞航,09/04,50.2,+0.65,+1.31,2026,年,0.9,0,0.9,51.1,1.76,,0,1.76,'26/03/20,,'26/04/17
943,2633,台灣高鐵,09/04,26.1,-0.1,-0.38,2026,年,1.15,0,1.15,26.45,4.35,,0,4.35,'26/07/14,,'26/08/13
944,2634,漢翔,09/04,65,+0.6,+0.93,2026,年,0.778,0,0.778,58.4,1.33,,0,1.33,'26/07/08,,'26/08/06
945,2636,台驊控股,09/04,69.4,-0.1,-0.14,2026,半年,5,0,5,68.6,7.29,,0,7.29,'26/07/15,,
946,2637,慧洋-KY,09/04,99.8,0,0,2026,年,3.5,0,3.5,80.9,4.33,,0,4.33,'26/06/10,,'26/07/14
947,2640,大車隊,09/04,156,-0.5,-0.32,2026,年,8,0,8,161,4.97,,0,4.97,'26/07/20,,'26/08/07
948,2641,正德,09/04,18.05,-0.05,-0.28,2026,年,0.5,0,0.5,18.7,2.67,,0,2.67,'26/06/23,,'26/07/17
949,2642,宅配通,09/04,20.45,+0.1,+0.49,2026,年,0.5,0,0.5,20.95,2.39,,0,2.39,'26/06/03,,'26/06/26
950,2643,捷迅,09/04,62.4,-0.2,-0.32,2026,年,4.5,0,4.5,68.5,6.57,,0,6.57,'26/06/26,,'26/07/24
951,2645,長榮航太,09/04,173.5,+2,+1.17,2026,年,5,0,5,240,2.08,,0,2.08,'26/07/13,,'26/07/31
952,2646,星宇航空,09/04,20.65,-0.05,-0.24,2026,年,0,0,0,,0,,0,0,,,
953,2701,萬企,09/04,10.4,+0.05,+0.48,2026,年,0.28,0,0.28,10.65,2.63,,0,2.63,'26/09/01,,'26/10/02
954,2702,華園,09/04,12.7,0,0,2026,年,0,0,0,,0,,0,0,,,
955,2704,國賓,09/04,45.5,+0.25,+0.55,2026,年,0.5,0,0.5,45.3,1.1,,0,1.1,'26/07/21,,'26/08/14
956,2705,六福,09/04,15.75,+0.1,+0.64,2026,年,0,0,0,,0,,0,0,,,
957,2706,第一店,09/04,12.55,+0.05,+0.4,2026,年,0.35,0,0.35,12.55,2.79,,0,2.79,'26/09/08,,'26/10/08
958,2707,晶華,09/04,179,+0.5,+0.28,2026,季,10.75,0,10.75,191.5,5.61,,0,5.61,'26/04/16,,'26/05/12
959,2712,遠雄來,09/04,14.45,+0.25,+1.76,2026,年,0,0,0,,0,,0,0,,,
960,2718,全心投控,09/04,41,-0.5,-1.2,2026,季,4.07,0,4.07,49.35,8.25,,0,8.25,'26/08/27,,'26/09/16
961,2719,燦星旅,09/04,19.9,+0.1,+0.51,2026,年,0,0,0,,0,,0,0,,,
962,2722,夏都,09/04,21.45,+0.15,+0.7,2026,年,0,0,0,,0,,0,0,,,
963,2723,美食-KY,09/04,82.5,-0.3,-0.36,2026,年,0,0,0,,0,,0,0,,,
964,2724,藝舍-KY,09/04,10.4,0,0,2026,年,0,0,0,,0,,0,0,,,
965,2726,雅茗-KY,09/04,8.14,-0.07,-0.85,2026,年,0,0,0,,0,,0,0,,,
966,2727,王品,09/04,232,+0.5,+0.22,2026,年,16.12,0,16.12,233.5,6.9,,0,6.9,'26/07/16,,'26/08/07
967,2731,雄獅,09/04,144,+1,+0.7,2026,半年,12.8,0,12.8,172,7.44,,0,7.44,'26/06/09,,'26/07/01
968,2732,六角,09/04,63.2,+0.2,+0.32,2026,季,4,0,4,65.3,6.03,,0,6.03,'26/09/03,,'26/10/06
969,2734,易飛網,09/04,14.9,0,0,2026,年,0,0,0,,0,,0,0,,,
970,2736,富野,09/04,11.55,0,0,2026,年,0,0,0,,0,,0,0,,,
971,2739,寒舍,09/04,38,+0.1,+0.26,2026,年,2.58,0,2.58,37.1,6.95,,0,6.95,'26/07/09,,'26/07/30
972,2740,華軒,09/04,30.3,-0.3,-0.98,2026,年,0,0,0,,0,,0,0,,,
973,2745,五福,09/04,87.2,+0.2,+0.23,2026,年,7.5,0,7.5,103,7.28,,0,7.28,'26/07/23,,'26/08/14
974,2748,雲品,09/04,38.85,+0.15,+0.39,2026,年,1.75,0,1.75,39.8,4.4,,0,4.4,'26/07/30,,'26/08/27
975,2751,王座,09/04,52.5,+1.2,+2.34,2026,半年,4.496,0,4.496,55.5,7.68,,0,7.68,'26/08/31,,'26/09/30
976,2752,豆府,09/04,175.5,-1,-0.57,2026,年,13.5,0,13.5,212,6.37,,0,6.37,'26/04/09,,'26/04/30
977,2753,八方雲集,09/04,179.5,-0.5,-0.28,2026,半年,7.5,0.5,8,188.5,3.98,179.5,0.28,4.26,'26/07/02,,'26/07/30
978,2754,亞洲藏壽司,09/04,68.7,+0.1,+0.15,2026,年,1,0,1,72.6,1.38,,0,1.38,'26/08/13,,'26/09/10
979,2756,聯發國際,09/04,62.2,-0.7,-1.11,2026,季,3.5,0,3.5,64,5.18,,0,5.18,'26/09/03,,'26/09/24
980,2762,世界健身-KY,09/04,81.9,+0.1,+0.12,2026,季,9.555,0,9.555,85.4,11.6,,0,11.6,'26/08/06,,'26/08/28
981,2816,旺旺保,09/04,40,+0.45,+1.14,2026,年,1.5,0,1.5,33.8,4.44,,0,4.44,'26/06/16,,'26/07/14
982,2820,華票,09/04,17.1,+0.05,+0.29,2026,年,0.9,0,0.9,17.75,5.07,,0,5.07,'26/07/02,,'26/07/29
983,2832,台產,09/04,58.5,+0.5,+0.86,2026,年,3.5,0,3.5,54.9,6.38,,0,6.38,'26/06/15,,'26/07/10
986,2849,安泰銀,09/04,15.05,+0.5,+3.44,2026,年,0.51,0,0.51,14.65,3.48,,0,3.48,'26/07/14,,'26/08/06
987,2850,新產,09/04,159,0,0,2026,年,7.27,0,7.27,148,4.91,,0,4.91,'26/06/16,,'26/07/13
988,2851,中再保,09/04,46.65,-0.65,-1.37,2026,年,2.2,0,2.2,37.15,5.92,,0,5.92,'26/06/29,,'26/07/20
989,2852,第一保,09/04,28.3,+0.05,+0.18,2026,年,1.66,0,1.66,27.85,5.96,,0,5.96,'26/06/17,,'26/07/10
993,2882,國泰金,09/04,115,+2.5,+2.22,2026,年,3.5,0,3.5,101.5,3.45,,0,3.45,'26/06/30,,'26/07/28
997,2886,兆豐金,09/04,49.55,-0.85,-1.69,2026,年,1.75,0,1.75,48.7,3.59,,0,3.59,'26/08/13,,'26/09/04
998,2887,台新新光金,09/04,41.5,+0.05,+0.12,2026,年,1,0.1,1.1,35.15,2.84,35.15,0.28,3.13,'26/07/21,'26/07/21,'26/08/19
1002,2891,中信金,09/04,68.4,+0.9,+1.33,2026,年,2.5,0,2.5,69.9,3.58,,0,3.58,'26/07/10,,'26/08/07
1005,2897,王道銀行,09/04,10.85,-0.05,-0.46,2026,年,0.52,0,0.52,10.5,4.95,,0,4.95,'26/07/23,,'26/08/19
1007,2901,欣欣,09/04,23.6,0,0,2026,年,0.373,0,0.373,23.55,1.58,,0,1.58,'26/08/27,,'26/09/22
1008,2903,遠百,09/04,22.3,0,0,2026,年,1.25,0,1.25,23,5.43,,0,5.43,'26/07/01,,'26/07/24
1009,2904,匯僑,09/04,12.75,-0.05,-0.39,2026,年,0.7,0,0.7,14.4,4.86,,0,4.86,'26/07/06,,'26/07/30
1010,2905,三商,09/04,18.15,-0.05,-0.27,2026,年,0.3,0,0.3,17.45,1.72,,0,1.72,'26/08/31,,'26/09/22
1011,2906,高林,09/04,13.85,+0.05,+0.36,2026,年,0.6,0,0.6,14.1,4.26,,0,4.26,'26/07/22,,'26/08/14
1012,2908,特力,09/04,22.25,+0.15,+0.68,2026,年,0.55,0,0.55,21.5,2.56,,0,2.56,'26/06/16,,'26/07/03
1013,2910,統領,09/04,23.65,+0.4,+1.72,2026,年,1.04,0,1.04,23.05,4.51,,0,4.51,'26/03/30,,'26/04/24
1014,2911,麗嬰房,09/04,6.42,+0.08,+1.26,2026,年,0,0,0,,0,,0,0,,,
1015,2912,統一超,09/04,216,-0.5,-0.23,2026,年,9,0,9,241,3.73,,0,3.73,'26/07/30,,'26/09/02
1016,2913,農林,09/04,11.1,0,0,2026,年,0,0,0,,0,,0,0,,,
1017,2915,潤泰全,09/04,57.6,+0.8,+1.41,2026,年,1.9,0,1.9,52.8,3.6,,0,3.6,'26/07/17,,'26/08/10
1018,2916,滿心,09/04,40.05,+0.05,+0.12,2026,年,3.6,0,3.6,47.45,7.59,,0,7.59,'26/05/28,,'26/06/26
1019,2923,鼎固-KY,09/04,25.6,+1.95,+8.25,2026,年,0.12,0,0.12,24.75,0.48,,0,0.48,'26/09/02,,'26/09/30
1020,2924,宏太-KY,09/04,17.9,+1.05,+6.23,2026,年,0,0,0,,0,,0,0,,,
1021,2926,誠品生活,09/04,30.5,0,0,2026,年,0.46,0,0.46,35.1,1.31,,0,1.31,'26/06/17,,'26/07/16
1022,2929,淘帝-KY,09/04,5.77,+0.12,+2.12,2026,年,0,0,0,,0,,0,0,,,
1023,2939,永邑-KY,09/04,20,+0.3,+1.52,2026,半年,0,0,0,,0,,0,0,,,
1024,2941,米斯特,09/04,33.9,+2.4,+7.62,2026,年,2.28,0,2.28,41.75,5.46,,0,5.46,'26/03/27,,'26/04/15
1025,2945,三商家購,09/04,40.05,+0.05,+0.12,2026,年,1.5,0,1.5,42.45,3.53,,0,3.53,'26/07/03,,'26/07/29
1026,3002,歐格,09/04,17.15,+0.2,+1.18,2026,年,0.33,0,0.33,17.95,1.84,,0,1.84,'26/07/27,,'26/08/25
1027,3003,健和興,09/04,65.5,+0.1,+0.15,2026,年,1,0,1,59.5,1.68,,0,1.68,'26/08/06,,'26/08/26
1028,3004,豐達科,09/04,121.5,-1.5,-1.22,2026,年,2.548,0,2.548,112,2.27,,0,2.27,'26/04/09,,'26/05/07
1029,3005,神基,09/04,115,+2,+1.77,2026,年,6.789,0,6.789,127,5.35,,0,5.35,'26/03/25,,'26/04/22
1030,3006,晶豪科,09/04,278.5,+1.5,+0.54,2026,年,1,0,1,213,0.47,,0,0.47,'26/07/02,,'26/07/31
1031,3008,大立光,09/04,7400,+250,+3.5,2026,半年,93.5,0,93.5,4585,3.04,,0,3.04,'26/08/13,,'26/09/10
1032,3010,華立,09/04,129,+1.5,+1.18,2026,年,5.3,0,5.3,131.5,4.03,,0,4.03,'26/06/23,,'26/07/21
1033,3011,今皓,09/04,10.15,+0.05,+0.5,2026,年,0,0,0,,0,,0,0,,,
1034,3013,晟銘電,09/04,88,+2,+2.33,2026,年,0.4,0.4,0.8,99.5,0.4,92.4,0.43,0.83,'26/07/14,'26/09/02,'26/08/07
1035,3014,聯陽,09/04,131.5,+1,+0.77,2026,年,8.502,0,8.502,153.5,5.54,,0,5.54,'26/07/09,,'26/08/06
1036,3015,全漢,09/04,53.3,+1.1,+2.11,2026,年,2.2,0,2.2,60.6,3.63,,0,3.63,'26/06/16,,'26/07/06
1037,3016,嘉晶,09/04,101,+2.7,+2.75,2026,年,0.497,0,0.497,124.5,0.4,,0,0.4,'26/06/29,,'26/07/22
1038,3017,奇鋐,09/04,3570,+270,+8.18,2026,年,20.88,0,20.88,3035,0.69,,0,0.69,'26/08/19,,'26/09/23
1039,3018,隆銘綠能,09/04,11.8,+0.15,+1.29,2026,年,0,0,0,,0,,0,0,,,
1040,3019,亞光,09/04,144.5,+1.5,+1.05,2026,年,4.6,0,4.6,157,2.93,,0,2.93,'26/06/24,,'26/07/17
1041,3021,鴻名,09/04,24.3,+2.2,+9.95,2026,年,0.6,0,0.6,16.9,3.55,,0,3.55,'26/04/16,,'26/05/15
1042,3022,威強電,09/04,95.9,+8.7,+9.98,2026,年,3.5,0,3.5,96.5,3.63,,0,3.63,'26/08/18,,'26/09/18
1043,3023,信邦,09/04,340,+15,+4.62,2026,年,10,0,10,318,3.14,,0,3.14,'26/08/10,,'26/09/04
1044,3024,憶聲,09/04,14.05,-0.6,-4.1,2026,年,0.22,0,0.22,12.45,1.77,,0,1.77,'26/07/09,,'26/08/10
1045,3025,星通,09/04,52.3,+0.3,+0.58,2026,年,3.2,0,3.2,57.2,5.59,,0,5.59,'26/08/27,,'26/09/24
1046,3026,禾伸堂,09/04,701,+63,+9.87,2026,年,5.8,0,5.8,902,0.64,,0,0.64,'26/06/22,,'26/07/17
1047,3027,盛達,09/04,18.25,+0.3,+1.67,2026,年,0,0,0,,0,,0,0,,,
1048,3028,增你強,09/04,64.1,+0.1,+0.16,2026,年,3,0,3,74.8,4.01,,0,4.01,'26/06/17,,'26/07/10
1049,3029,零壹,09/04,111.5,+2.5,+2.29,2026,年,5.5,0,5.5,118,4.66,,0,4.66,'26/03/19,,'26/04/13
1050,3030,德律,09/04,284,-9.5,-3.24,2026,年,7,0,7,323,2.17,,0,2.17,'26/06/11,,'26/07/03
1051,3031,佰鴻,09/04,24.75,+0.4,+1.64,2026,年,1,0,1,26.2,3.82,,0,3.82,'26/07/20,,'26/08/14
1052,3032,偉訓,09/04,78.8,0,0,2026,年,0,0,0,,0,,0,0,,,
1053,3033,威健,09/04,43.95,-0.2,-0.45,2026,年,1.92,0,1.92,47.8,4.02,,0,4.02,'26/08/06,,'26/09/03
1054,3034,聯詠,09/04,524,-3,-0.57,2026,年,23,0,23,542,4.24,,0,4.24,'26/07/10,,'26/08/11
1055,3035,智原,09/04,179.5,-0.5,-0.28,2026,年,1.8,0,1.8,202,0.89,,0,0.89,'26/06/16,,'26/07/17
1056,3036,文曄,09/04,192.5,+2,+1.05,2026,年,7.795,0,7.795,281,2.77,,0,2.77,'26/06/08,,'26/07/03
1057,3037,欣興,09/04,902,-21,-2.28,2026,年,1.98,0,1.98,969,0.2,,0,0.2,'26/07/06,,'26/07/31
1058,3038,全台,09/04,20.1,+0.05,+0.25,2026,年,1.2,0,1.2,23.5,5.11,,0,5.11,'26/03/19,,'26/04/17
1059,3040,遠見,09/04,35.7,+0.05,+0.14,2026,年,0.4,3.1,3.5,35.7,1.12,35.7,8.68,9.8,,,
1060,3041,揚智,09/04,23.3,+0.35,+1.53,,,,,,,,,,,,,
1061,3042,晶技,09/04,173.5,-0.5,-0.29,2026,半年,4.8,0,4.8,243.5,1.97,,0,1.97,'26/06/16,,'26/07/08
1062,3043,科風,09/04,20.9,+0.05,+0.24,2026,年,0,0,0,,0,,0,0,,,
1063,3044,健鼎,09/04,488.5,+1,+0.21,2026,年,12.7,0,12.7,472,2.69,,0,2.69,'26/07/09,,'26/08/14
1064,3045,台灣大,09/04,118,0,0,2026,年,4.744,0,4.744,113,4.2,,0,4.2,'26/07/09,,'26/07/31
1065,3046,建碁,09/04,55.4,+0.4,+0.73,2026,年,3,0,3,56,5.36,,0,5.36,'26/06/25,,'26/07/23
1066,3047,訊舟,09/04,13.65,+0.25,+1.87,2026,年,0,0,0,,0,,0,0,,,
1067,3048,益登,09/04,53.4,+1,+1.91,2026,年,1,0,1,64.6,1.55,,0,1.55,'26/07/07,,'26/08/05
1068,3049,精金,09/04,12.8,0,0,2026,半年,0,0,0,,0,,0,0,,,
1069,3050,鈺德,09/04,11.5,+0.2,+1.77,2026,年,0.25,0,0.25,11.55,2.16,,0,2.16,'26/08/13,,'26/09/11
1070,3051,力特,09/04,21.85,+0.1,+0.46,2026,年,0.5,0,0.5,22.15,2.26,,0,2.26,'26/08/03,,'26/08/28
1071,3052,夆典,09/04,10.5,-0.05,-0.47,2026,年,0.6,0,0.6,11.15,5.38,,0,5.38,'26/09/01,,'26/09/29
1072,3054,立萬利,09/04,55.2,-0.5,-0.9,2026,半年,0.8,0,0.8,65.6,1.22,,0,1.22,'26/06/26,,'26/07/27
1073,3055,蔚華科,09/04,132.5,+1.5,+1.15,2026,年,0.5,0,0.5,158,0.32,,0,0.32,'26/07/10,,'26/08/07
1074,3057,喬鼎,09/04,17.35,+0.35,+2.06,2026,年,0,0,0,,0,,0,0,,,
1075,3058,立德,09/04,8.05,-0.02,-0.25,2026,年,0,0,0,,0,,0,0,,,
1076,3059,華晶科,09/04,39.3,+0.85,+2.21,2026,年,0.999,0,0.999,39.3,2.54,,0,2.54,'26/09/09,,'26/10/12
1077,3060,銘異,09/04,26.5,+0.8,+3.11,2026,年,0.2,0,0.2,35.8,0.56,,0,0.56,'26/07/09,,'26/08/10
1078,3062,建漢,09/04,20.65,+0.25,+1.23,2026,年,0,0,0,,0,,0,0,,,
1079,3064,泰偉,09/04,18.95,0,0,2026,年,0,0,0,,0,,0,0,,,
1080,3066,李洲,09/04,24.7,-0.05,-0.2,2026,年,0,0,0,,0,,0,0,,,
1081,3067,全域,09/04,17.15,0,0,2026,年,0,0,0,,0,,0,0,,,
1082,3071,協禧,09/04,25.1,+0.75,+3.08,2026,年,0.8,0,0.8,32.85,2.44,,0,2.44,'26/07/06,,'26/07/31
1083,3078,僑威,09/04,46.1,+0.1,+0.22,2026,年,4,0,4,51.9,7.71,,0,7.71,'26/09/01,,'26/10/01
1084,3081,聯亞,09/04,3170,+50,+1.6,2026,年,3,1,4,1925,0.16,1925,0.05,0.21,'26/07/15,'26/07/15,'26/08/19
1085,3083,網龍,09/04,22.9,-0.15,-0.65,2026,年,0.33,0,0.33,26.7,1.24,,0,1.24,'26/07/17,,'26/08/19
1086,3085,新零售,09/04,11.5,+0.65,+5.99,2026,年,0,0,0,,0,,0,0,,,
1087,3088,艾訊,09/04,127,+7,+5.83,2026,年,2.93,0,2.93,147.5,1.99,,0,1.99,'26/07/23,,'26/08/21
1088,3090,日電貿,09/04,176.5,+14,+8.62,2026,年,4.8,0,4.8,316,1.52,,0,1.52,'26/07/02,,'26/07/31
1089,3092,鴻碩,09/04,23.55,+0.05,+0.21,2026,年,0,0,0,,0,,0,0,,,
1090,3093,港建*,09/04,45.2,-0.4,-0.88,2026,年,1.15,0,1.15,75,1.53,,0,1.53,'26/07/02,,'26/07/31
1091,3094,聯傑,09/04,46.5,+4.2,+9.93,2026,年,0.25,0,0.25,38.25,0.65,,0,0.65,'26/06/22,,'26/07/16
1092,3095,及成,09/04,35.15,0,0,2026,年,0,0,0,,0,,0,0,,,
1093,3105,穩懋,09/04,449.5,+3,+0.67,2026,年,2,0,2,478,0.42,,0,0.42,'26/06/11,,'26/07/10
1094,3114,好德,09/04,31.8,+1.2,+3.92,2026,年,1,0.4,1.4,34.65,2.89,34.65,1.15,4.04,'26/09/03,'26/09/03,'26/09/30
1095,3115,富榮綱,09/04,8.76,+0.15,+1.74,2026,年,0,0,0,,0,,0,0,,,
1096,3118,進階,09/04,31.4,-0.1,-0.32,2026,年,2.2,0,2.2,33.7,6.53,,0,6.53,'26/06/10,,'26/07/03
1097,3122,笙泉,09/04,25.2,+0.05,+0.2,2026,年,0,0,0,,0,,0,0,,,
1098,3130,一零四,09/04,210,+0.5,+0.24,2026,年,14.7,0,14.7,221,6.65,,0,6.65,'26/07/14,,'26/08/07
1099,3131,弘塑,09/04,2385,+20,+0.85,2026,年,46.08,0,46.08,2550,1.81,,0,1.81,'26/07/29,,'26/08/25
1100,3135,凌航,09/04,173,+0.5,+0.29,2026,年,3.259,0.477,3.735,182.5,1.79,182.5,0.26,2.05,'26/09/01,'26/09/01,'26/09/23
1101,3138,耀登,09/04,95.5,+2.5,+2.69,2026,年,1.546,0,1.546,101.5,1.52,,0,1.52,'26/07/22,,'26/08/14
1102,3141,晶宏,09/04,102.5,+2.5,+2.5,2026,年,0.358,0,0.358,102.5,0.35,,0,0.35,'26/09/11,,'26/10/08
1103,3149,正達,09/04,60.6,+1.1,+1.85,2026,半年,0,0,0,,0,,0,0,,,
1104,3150,鈺寶-創,09/04,16.6,+0.1,+0.61,2026,年,0.5,0,0.5,18.05,2.77,,0,2.77,'26/07/14,,'26/08/07
1105,3152,璟德,09/04,238,+5.5,+2.37,2026,年,7.111,0,7.111,232,3.07,,0,3.07,'26/08/06,,'26/09/02
1106,3158,嘉實,09/04,83.3,-0.3,-0.36,2026,年,6.5,0,6.5,99.5,6.53,,0,6.53,'26/03/30,,'26/04/27
1107,3162,精確,09/04,70.8,-0.7,-0.98,2026,年,0.865,0,0.865,83.6,1.03,,0,1.03,'26/07/09,,'26/08/05
1108,3163,波若威,09/04,775,+55,+7.64,2026,年,1.75,1.75,3.5,743,0.24,743,0.24,0.47,'26/07/28,'26/07/28,'26/08/31
1109,3164,景岳,09/04,15.9,0,0,2026,年,0.8,0,0.8,18.7,4.28,,0,4.28,'26/04/08,,'26/05/08
1110,3167,大量,09/04,803,+73,+10,2026,年,3.915,0,3.915,810,0.48,,0,0.48,'26/07/09,,'26/07/31
1111,3168,眾福科,09/04,42.75,+0.3,+0.71,2026,年,3,0,3,48.65,6.17,,0,6.17,'26/06/17,,'26/07/15
1112,3169,亞信,09/04,104.5,-0.5,-0.48,2026,年,3.2,0,3.2,114.5,2.79,,0,2.79,'26/06/24,,'26/07/17
1113,3171,炎洲流通,09/04,62.7,0,0,2026,年,4.64,0,4.64,69.9,6.64,,0,6.64,'26/07/09,,'26/07/31
1114,3176,基亞,09/04,35,0,0,2026,年,0,0,0,,0,,0,0,,,
1115,3178,公準,09/04,62.3,+1.5,+2.47,2026,年,0,0,0,,0,,0,0,,,
1116,3188,鑫龍騰,09/04,24.9,+0.55,+2.26,2026,年,3.196,0,3.196,32.3,9.89,,0,9.89,'26/03/26,,'26/04/30
1117,3189,景碩,09/04,819,+44,+5.68,2026,年,1.518,0,1.518,888,0.17,,0,0.17,'26/07/02,,'26/07/24
1118,3191,雲嘉南,09/04,17.3,-0.15,-0.86,2026,年,0,0,0,,0,,0,0,,,
1119,3205,佰研,09/04,46.2,-0.85,-1.81,2026,年,0,0,0,,0,,0,0,,,
1120,3206,志豐,09/04,34.45,+0.5,+1.47,2026,年,1.5,0,1.5,35.4,4.24,,0,4.24,'26/07/23,,'26/08/21
1121,3207,耀勝,09/04,40,-0.2,-0.5,2026,年,0,0,0,,0,,0,0,,,
1122,3209,全科,09/04,46.6,-0.4,-0.85,2026,年,2,0.5,2.5,51.9,3.85,51.9,0.96,4.82,'26/08/31,'26/08/31,'26/09/18
1123,3211,順達,09/04,386,+11,+2.93,2026,年,11.47,0,11.47,408,2.81,,0,2.81,'26/07/02,,'26/07/30
1124,3213,茂訊,09/04,129,+2,+1.57,2026,年,7,0,7,121.5,5.76,,0,5.76,'26/06/29,,'26/07/24
1125,3217,優群,09/04,134,0,0,2026,年,10,0,10,173.5,5.76,,0,5.76,'26/07/10,,'26/08/07
1126,3218,大學光,09/04,138.5,+0.5,+0.36,2026,年,7.75,0,7.75,138.5,5.6,,0,5.6,'26/03/26,,'26/04/22
1127,3219,倚強科,09/04,91.3,+0.8,+0.88,2026,年,1.36,0,1.36,66.1,2.06,,0,2.06,'26/07/23,,'26/08/25
1128,3221,台嘉碩,09/04,49.4,+1.35,+2.81,2026,年,0.277,0,0.277,57.1,0.49,,0,0.49,'26/07/08,,'26/08/07
1129,3224,三顧,09/04,33.3,-0.95,-2.77,2026,年,0,0,0,,0,,0,0,,,
1130,3226,龍鋒,09/04,55,+2.5,+4.76,2026,年,0,0,0,,0,,0,0,,,
1131,3227,原相,09/04,192,+0.5,+0.26,2026,年,10.01,0,10.01,221.5,4.52,,0,4.52,'26/07/13,,'26/08/10
1132,3228,金麗科,09/04,174,+3,+1.75,2026,年,0,0,0,,0,,0,0,,,
1133,3229,晟鈦,09/04,49.8,+1.2,+2.47,2026,年,0,0,0,,0,,0,0,,,
1134,3230,錦明,09/04,42.35,-0.35,-0.82,2026,年,0,0,0,,0,,0,0,,,
1135,3231,緯創,09/04,198,+9.5,+5.04,2026,年,5.501,0,5.501,155.5,3.54,,0,3.54,'26/07/08,,'26/08/06
1136,3232,昱捷,09/04,19.6,0,0,2026,年,0.5,0,0.5,19.9,2.51,,0,2.51,'26/08/13,,'26/09/15
1137,3234,光環,09/04,206,+11.5,+5.91,2026,年,0,0,0,,0,,0,0,,,
1138,3236,千如,09/04,44.45,+2.45,+5.83,2026,年,0.5,0,0.5,43.9,1.14,,0,1.14,'26/08/27,,'26/09/23
1139,3252,海灣,09/04,15.5,0,0,2026,年,0,0,0,,0,,0,0,,,
1140,3257,虹冠電,09/04,49.7,+0.05,+0.1,2026,年,2.8,0,2.8,56.5,4.96,,0,4.96,'26/05/22,,'26/06/22
1141,3259,鑫創,09/04,12.15,-1.3,-9.67,2026,年,0,0,0,,0,,0,0,,,
1142,3260,威剛,09/04,400.5,+5.5,+1.39,2026,半年,35,0,35,525,7.73,,0,7.73,'26/03/20,,'26/04/24
1143,3264,欣銓,09/04,227,+1,+0.44,2026,年,4.2,0,4.2,215.5,1.95,,0,1.95,'26/06/30,,'26/07/24
1144,3265,台星科,09/04,176.5,+3.5,+2.02,2026,年,4.1,0,4.1,188.5,2.18,,0,2.18,'26/07/03,,'26/07/24
1145,3266,昇陽,09/04,13.9,+0.2,+1.46,2026,年,0.5,0,0.5,13.95,3.58,,0,3.58,'26/07/22,,'26/08/21
1146,3268,海德威,09/04,17.4,-0.05,-0.29,2026,年,0,0,0,,0,,0,0,,,
1147,3272,東碩,09/04,14.6,+0.4,+2.82,2026,年,0,0,0,,0,,0,0,,,
1148,3276,宇環,09/04,14.2,+0.15,+1.07,2026,年,0.06,0,0.06,16,0.38,,0,0.38,'26/07/20,,'26/08/14
1149,3285,微端,09/04,41,0,0,2026,年,0.5,0,0.5,39.85,1.25,,0,1.25,'26/07/27,,'26/08/20
1150,3287,廣寰科,09/04,36.6,0,0,2026,年,1.5,0,1.5,39,3.85,,0,3.85,'26/08/26,,'26/09/24
1151,3288,點晶,09/04,20.8,-0.05,-0.24,2026,年,0,0,0,,0,,0,0,,,
1152,3289,宜特,09/04,140,+2,+1.45,2026,季,5.025,0,5.025,145,3.59,,0,3.59,'26/08/05,,'26/08/25
1153,3290,東浦,09/04,45.5,-1.05,-2.26,2026,年,1.5,0,1.5,70.4,2.13,,0,2.13,'26/07/07,,'26/07/28
1154,3293,鈊象,09/04,709,+6,+0.85,2026,半年,36,0,36,770,4.68,,0,4.68,'26/07/08,,'26/08/07
1155,3294,英濟,09/04,30,+0.45,+1.52,2026,年,0,0,0,,0,,0,0,,,
1156,3296,勝德,09/04,23.9,+0.25,+1.06,2026,年,0,0,0,,0,,0,0,,,
1157,3297,杭特,09/04,27.3,+0.4,+1.49,2026,年,0,0,0,,0,,0,0,,,
